,단지코드,총세대수,임대건물구분,지역,전용면적,전용면적별세대수,빈집,임대료,노선수,버스,주차면수,등록차량수,대중교통,노인청소년합
16,C2416,560,상가,경상남도,49.99,1,0.0,,0.0,5.0,154.0,63.0,5.0,0.235109561752988
17,C2416,560,상가,경상남도,51.14,1,0.0,,0.0,5.0,154.0,63.0,5.0,0.235109561752988
18,C2416,560,상가,경상남도,317.17,1,0.0,,0.0,5.0,154.0,63.0,5.0,0.235109561752988
19,C2013,595,아파트,경상남도,36.02,90,3.0,37360,0.0,3.0,509.0,91.0,3.0,0.235109561752988
20,C2013,595,아파트,경상남도,36.38,237,3.0,37360,0.0,3.0,509.0,91.0,3.0,0.235109561752988
21,C2013,595,아파트,경상남도,45.88,267,3.0,45180,0.0,3.0,509.0,91.0,3.0,0.235109561752988
22,C1850,388,아파트,경상남도,39.74,89,0.0,212540,0.0,4.0,226.0,254.0,4.0,0.235109561752988
23,C1850,388,아파트,경상남도,49.62,178,0.0,244420,0.0,4.0,226.0,254.0,4.0,0.235109561752988
24,C1850,388,아파트,경상남도,49.62,118,0.0,244420,0.0,4.0,226.0,254.0,4.0,0.235109561752988
25,C2190,1013,아파트,경상남도,26.37,191,7.0,69900,0.0,2.0,178.0,129.0,2.0,0.235109561752988
26,C2190,1013,아파트,경상남도,26.37,358,7.0,69900,0.0,2.0,178.0,129.0,2.0,0.235109561752988
27,C2190,1013,아파트,경상남도,26.37,298,7.0,69900,0.0,2.0,178.0,129.0,2.0,0.235109561752988
28,C2190,1013,아파트,경상남도,31.32,149,7.0,83020,0.0,2.0,178.0,129.0,2.0,0.235109561752988
29,C2190,1013,상가,경상남도,16.0,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
30,C2190,1013,상가,경상남도,14.17,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
31,C2190,1013,상가,경상남도,18.9,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
32,C2190,1013,상가,경상남도,20.52,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
33,C2190,1013,상가,경상남도,22.97,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
34,C2190,1013,상가,경상남도,22.97,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
35,C2190,1013,상가,경상남도,23.4,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
36,C2190,1013,상가,경상남도,23.4,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
37,C2190,1013,상가,경상남도,23.4,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
38,C2190,1013,상가,경상남도,23.4,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
39,C2190,1013,상가,경상남도,25.88,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
40,C2190,1013,상가,경상남도,27.3,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
41,C2190,1013,상가,경상남도,29.62,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
42,C2190,1013,상가,경상남도,30.62,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
43,C2190,1013,상가,경상남도,35.91,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
44,C2190,1013,상가,경상남도,44.63,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
45,C2190,1013,상가,경상남도,46.8,1,7.0,,0.0,2.0,178.0,129.0,2.0,0.235109561752988
46,C1476,453,아파트,경상남도,26.37,298,6.0,123200,0.0,5.0,107.0,70.0,5.0,0.235109561752988
47,C1476,453,아파트,경상남도,31.32,149,6.0,136000,0.0,5.0,107.0,70.0,5.0,0.235109561752988
48,C1476,453,상가,경상남도,32.1,1,6.0,,0.0,5.0,107.0,70.0,5.0,0.235109561752988
49,C1476,453,상가,경상남도,32.1,1,6.0,,0.0,5.0,107.0,70.0,5.0,0.235109561752988
50,C1476,453,상가,경상남도,32.1,1,6.0,,0.0,5.0,107.0,70.0,5.0,0.235109561752988
51,C1476,453,상가,경상남도,32.1,1,6.0,,0.0,5.0,107.0,70.0,5.0,0.235109561752988
52,C1476,453,상가,경상남도,32.1,1,6.0,,0.0,5.0,107.0,70.0,5.0,0.235109561752988
53,C1476,453,상가,경상남도,72.16,1,6.0,,0.0,5.0,107.0,70.0,5.0,0.235109561752988
54,C1077,861,아파트,경상남도,36.65,258,21.0,84880,0.0,5.0,612.0,236.0,5.0,0.235109561752988
55,C1077,861,아파트,경상남도,46.9,277,21.0,147300,0.0,5.0,612.0,236.0,5.0,0.235109561752988
56,C1077,861,아파트,경상남도,51.93,326,21.0,184760,0.0,5.0,612.0,236.0,5.0,0.235109561752988
57,C1899,451,아파트,경상남도,26.37,298,0.0,117060,0.0,4.0,109.0,31.0,4.0,0.235109561752988
58,C1899,451,아파트,경상남도,31.32,149,0.0,129200,0.0,4.0,109.0,31.0,4.0,0.235109561752988
59,C1899,451,상가,경상남도,32.1,1,0.0,,0.0,4.0,109.0,31.0,4.0,0.235109561752988
60,C1899,451,상가,경상남도,32.1,1,0.0,,0.0,4.0,109.0,31.0,4.0,0.235109561752988
61,C1899,451,상가,경상남도,32.1,1,0.0,,0.0,4.0,109.0,31.0,4.0,0.235109561752988
62,C1899,451,상가,경상남도,32.1,1,0.0,,0.0,4.0,109.0,31.0,4.0,0.235109561752988
63,C1790,657,아파트,경상남도,26.37,239,2.0,69900,0.0,4.0,166.0,120.0,4.0,0.235109561752988
64,C1790,657,아파트,경상남도,31.32,239,2.0,83020,0.0,4.0,166.0,120.0,4.0,0.235109561752988
65,C1790,657,아파트,경상남도,31.32,149,2.0,83020,0.0,4.0,166.0,120.0,4.0,0.235109561752988
66,C1790,657,상가,경상남도,15.0,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
67,C1790,657,상가,경상남도,19.15,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
68,C1790,657,상가,경상남도,19.25,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
69,C1790,657,상가,경상남도,19.25,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
70,C1790,657,상가,경상남도,22.89,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
71,C1790,657,상가,경상남도,23.25,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
72,C1790,657,상가,경상남도,23.88,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
73,C1790,657,상가,경상남도,23.91,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
74,C1790,657,상가,경상남도,24.38,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
75,C1790,657,상가,경상남도,24.38,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
76,C1790,657,상가,경상남도,27.5,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
77,C1790,657,상가,경상남도,27.5,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
78,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
79,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
80,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
81,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
82,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
83,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
84,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
85,C1790,657,상가,경상남도,27.75,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
86,C1790,657,상가,경상남도,28.19,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
87,C1790,657,상가,경상남도,28.88,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
88,C1790,657,상가,경상남도,28.88,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
89,C1790,657,상가,경상남도,28.88,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
90,C1790,657,상가,경상남도,28.88,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
91,C1790,657,상가,경상남도,28.88,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
92,C1790,657,상가,경상남도,42.35,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
93,C1790,657,상가,경상남도,55.17,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
94,C1790,657,상가,경상남도,82.92,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
95,C1790,657,상가,경상남도,248.56,1,2.0,,0.0,4.0,166.0,120.0,4.0,0.235109561752988
96,C2109,495,아파트,경상남도,26.34,288,2.0,69820,0.0,4.0,117.0,60.0,4.0,0.235109561752988
97,C2109,495,아파트,경상남도,30.48,192,2.0,80800,0.0,4.0,117.0,60.0,4.0,0.235109561752988
98,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
99,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
100,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
101,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
102,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
103,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
104,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
105,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
106,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
107,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
108,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
109,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
110,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
111,C2109,495,상가,경상남도,31.84,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
112,C2109,495,상가,경상남도,126.65,1,2.0,,0.0,4.0,117.0,60.0,4.0,0.235109561752988
113,C1698,460,아파트,경상남도,39.0,60,1.0,162030,0.0,3.0,155.0,65.0,3.0,0.235109561752988
114,C1698,460,아파트,경상남도,39.0,120,1.0,162030,0.0,3.0,155.0,65.0,3.0,0.235109561752988
115,C1698,460,아파트,경상남도,39.39,156,1.0,162030,0.0,3.0,155.0,65.0,3.0,0.235109561752988
116,C1698,460,아파트,경상남도,39.39,120,1.0,162030,0.0,3.0,155.0,65.0,3.0,0.235109561752988
117,C1698,460,상가,경상남도,32.1,1,1.0,,0.0,3.0,155.0,65.0,3.0,0.235109561752988
118,C1698,460,상가,경상남도,32.1,1,1.0,,0.0,3.0,155.0,65.0,3.0,0.235109561752988
119,C1698,460,상가,경상남도,32.1,1,1.0,,0.0,3.0,155.0,65.0,3.0,0.235109561752988
120,C1698,460,상가,경상남도,32.1,1,1.0,,0.0,3.0,155.0,65.0,3.0,0.235109561752988
121,C1866,338,아파트,경상남도,36.63,195,1.0,70740,0.0,3.0,235.0,135.0,3.0,0.235109561752988
122,C1866,338,아파트,경상남도,39.51,36,1.0,84510,0.0,3.0,235.0,135.0,3.0,0.235109561752988
123,C1866,338,아파트,경상남도,46.18,36,1.0,119920,0.0,3.0,235.0,135.0,3.0,0.235109561752988
124,C1866,338,아파트,경상남도,46.71,71,1.0,119920,0.0,3.0,235.0,135.0,3.0,0.235109561752988
125,C2571,481,아파트,경상남도,26.37,468,5.0,68000,0.0,1.0,65.0,62.0,1.0,0.235109561752988
126,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
127,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
128,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
129,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
130,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
131,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
132,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
133,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
134,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
135,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
136,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
137,C2571,481,상가,경상남도,31.84,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
138,C2571,481,상가,경상남도,126.65,1,5.0,,0.0,1.0,65.0,62.0,1.0,0.235109561752988
139,C1867,678,아파트,경상남도,36.52,216,26.0,100920,0.0,2.0,579.0,374.0,2.0,0.235109561752988
140,C1867,678,아파트,경상남도,36.52,72,26.0,100920,0.0,2.0,579.0,374.0,2.0,0.235109561752988
141,C1867,678,아파트,경상남도,36.52,124,26.0,100920,0.0,2.0,579.0,374.0,2.0,0.235109561752988
142,C1867,678,아파트,경상남도,36.52,42,26.0,100920,0.0,2.0,579.0,374.0,2.0,0.235109561752988
143,C1867,678,아파트,경상남도,46.54,84,26.0,144180,0.0,2.0,579.0,374.0,2.0,0.235109561752988
144,C1867,678,아파트,경상남도,51.93,140,26.0,186230,0.0,2.0,579.0,374.0,2.0,0.235109561752988
145,C2000,1300,아파트,경상남도,36.65,240,21.0,90110,0.0,2.0,1082.0,795.0,2.0,0.235109561752988
146,C2000,1300,아파트,경상남도,36.65,30,21.0,90110,0.0,2.0,1082.0,795.0,2.0,0.235109561752988
147,C2000,1300,아파트,경상남도,39.48,180,21.0,114140,0.0,2.0,1082.0,795.0,2.0,0.235109561752988
148,C2000,1300,아파트,경상남도,46.9,135,21.0,169420,0.0,2.0,1082.0,795.0,2.0,0.235109561752988
149,C2000,1300,아파트,경상남도,46.9,496,21.0,169420,0.0,2.0,1082.0,795.0,2.0,0.235109561752988
150,C2000,1300,아파트,경상남도,46.9,69,21.0,169420,0.0,2.0,1082.0,795.0,2.0,0.235109561752988
151,C2000,1300,아파트,경상남도,59.88,150,21.0,219880,0.0,2.0,1082.0,795.0,2.0,0.235109561752988
152,C2514,501,아파트,경상남도,46.69,44,10.0,138720,0.0,1.0,405.0,648.0,1.0,0.235109561752988
153,C2514,501,아파트,경상남도,46.9,156,10.0,138720,0.0,1.0,405.0,648.0,1.0,0.235109561752988
154,C2514,501,아파트,경상남도,46.9,24,10.0,138720,0.0,1.0,405.0,648.0,1.0,0.235109561752988
155,C2514,501,아파트,경상남도,51.92,44,10.0,161020,0.0,1.0,405.0,648.0,1.0,0.235109561752988
156,C2514,501,아파트,경상남도,51.93,198,10.0,161020,0.0,1.0,405.0,648.0,1.0,0.235109561752988
157,C2514,501,아파트,경상남도,51.93,35,10.0,161020,0.0,1.0,405.0,648.0,1.0,0.235109561752988
158,C2256,409,아파트,경상남도,29.91,88,7.0,65950,0.0,1.0,316.0,344.0,1.0,0.235109561752988
159,C2256,409,아파트,경상남도,36.62,131,7.0,91140,0.0,1.0,316.0,344.0,1.0,0.235109561752988
160,C2256,409,아파트,경상남도,46.9,132,7.0,136710,0.0,1.0,316.0,344.0,1.0,0.235109561752988
161,C2256,409,아파트,경상남도,51.93,40,7.0,167890,0.0,1.0,316.0,344.0,1.0,0.235109561752988
162,C2256,409,아파트,경상남도,51.93,18,7.0,167890,0.0,1.0,316.0,344.0,1.0,0.235109561752988
163,C2032,944,아파트,경상남도,51.78,135,23.0,149810,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
164,C2032,944,아파트,경상남도,51.78,22,23.0,149810,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
165,C2032,944,아파트,경상남도,59.85,102,23.0,187260,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
166,C2032,944,아파트,경상남도,59.85,178,23.0,187260,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
167,C2032,944,아파트,경상남도,59.89,82,23.0,187260,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
168,C2032,944,아파트,경상남도,59.92,157,23.0,187260,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
169,C2032,944,아파트,경상남도,59.92,224,23.0,187260,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
170,C2032,944,아파트,경상남도,59.95,44,23.0,187260,0.0,1.0,958.0,1162.0,1.0,0.235109561752988
171,C2094,410,아파트,경상남도,36.22,90,16.0,101830,0.0,20.0,402.0,318.0,20.0,0.235109561752988
172,C2094,410,아파트,경상남도,36.22,36,16.0,101830,0.0,20.0,402.0,318.0,20.0,0.235109561752988
173,C2094,410,아파트,경상남도,39.15,64,16.0,107060,0.0,20.0,402.0,318.0,20.0,0.235109561752988
174,C2094,410,아파트,경상남도,39.15,33,16.0,107060,0.0,20.0,402.0,318.0,20.0,0.235109561752988
175,C2094,410,아파트,경상남도,46.47,97,16.0,116200,0.0,20.0,402.0,318.0,20.0,0.235109561752988
176,C2094,410,아파트,경상남도,46.48,60,16.0,116200,0.0,20.0,402.0,318.0,20.0,0.235109561752988
177,C2094,410,아파트,경상남도,46.48,30,16.0,116200,0.0,20.0,402.0,318.0,20.0,0.235109561752988
178,C1880,635,아파트,경상남도,51.86,422,15.0,131980,0.0,20.0,508.0,761.0,20.0,0.235109561752988
179,C1880,635,아파트,경상남도,51.92,31,15.0,131980,0.0,20.0,508.0,761.0,20.0,0.235109561752988
180,C1880,635,아파트,경상남도,51.96,66,15.0,131980,0.0,20.0,508.0,761.0,20.0,0.235109561752988
181,C1880,635,아파트,경상남도,59.99,116,15.0,148320,0.0,20.0,508.0,761.0,20.0,0.235109561752988
182,C2089,962,아파트,경상남도,39.72,255,27.0,123870,0.0,1.0,873.0,572.0,1.0,0.235109561752988
183,C2089,962,아파트,경상남도,39.72,90,27.0,123870,0.0,1.0,873.0,572.0,1.0,0.235109561752988
184,C2089,962,아파트,경상남도,39.73,128,27.0,123870,0.0,1.0,873.0,572.0,1.0,0.235109561752988
185,C2089,962,아파트,경상남도,46.9,129,27.0,136250,0.0,1.0,873.0,572.0,1.0,0.235109561752988
186,C2089,962,아파트,경상남도,51.93,120,27.0,148630,0.0,1.0,873.0,572.0,1.0,0.235109561752988
187,C2089,962,아파트,경상남도,51.93,240,27.0,148630,0.0,1.0,873.0,572.0,1.0,0.235109561752988
188,C1319,496,아파트,경상남도,29.96,82,16.0,74890,0.0,1.0,428.0,398.0,1.0,0.235109561752988
189,C1319,496,아파트,경상남도,36.8,156,16.0,99850,0.0,1.0,428.0,398.0,1.0,0.235109561752988
190,C1319,496,아파트,경상남도,36.8,48,16.0,99850,0.0,1.0,428.0,398.0,1.0,0.235109561752988
191,C1319,496,아파트,경상남도,46.06,82,16.0,146060,0.0,1.0,428.0,398.0,1.0,0.235109561752988
192,C1319,496,아파트,경상남도,50.83,88,16.0,178510,0.0,1.0,428.0,398.0,1.0,0.235109561752988
193,C1319,496,아파트,경상남도,50.83,40,16.0,178510,0.0,1.0,428.0,398.0,1.0,0.235109561752988
194,C1141,630,아파트,경상남도,36.72,60,28.0,74590,0.0,2.0,637.0,620.0,2.0,0.235109561752988
195,C1141,630,아파트,경상남도,39.49,129,28.0,83430,0.0,2.0,637.0,620.0,2.0,0.235109561752988
196,C1141,630,아파트,경상남도,46.45,129,28.0,98630,0.0,2.0,637.0,620.0,2.0,0.235109561752988
197,C1141,630,아파트,경상남도,46.96,30,28.0,98630,0.0,2.0,637.0,620.0,2.0,0.235109561752988
198,C1141,630,아파트,경상남도,51.86,162,28.0,113800,0.0,2.0,637.0,620.0,2.0,0.235109561752988
199,C1141,630,아파트,경상남도,59.99,120,28.0,126460,0.0,2.0,637.0,620.0,2.0,0.235109561752988
200,C2358,1260,아파트,경상남도,36.61,401,24.0,88260,0.0,8.0,941.0,1010.0,8.0,0.235109561752988
201,C2358,1260,아파트,경상남도,36.61,141,24.0,88260,0.0,8.0,941.0,1010.0,8.0,0.235109561752988
202,C2358,1260,아파트,경상남도,36.61,12,24.0,88260,0.0,8.0,941.0,1010.0,8.0,0.235109561752988
203,C2358,1260,아파트,경상남도,46.29,603,24.0,166140,0.0,8.0,941.0,1010.0,8.0,0.235109561752988
204,C2358,1260,아파트,경상남도,46.29,91,24.0,166140,0.0,8.0,941.0,1010.0,8.0,0.235109561752988
205,C2358,1260,아파트,경상남도,46.29,12,24.0,166140,0.0,8.0,941.0,1010.0,8.0,0.235109561752988
206,C1375,757,아파트,경상남도,46.9,141,21.0,137310,0.0,12.0,761.0,754.0,12.0,0.235109561752988
207,C1375,757,아파트,경상남도,46.9,95,21.0,137310,0.0,12.0,761.0,754.0,12.0,0.235109561752988
208,C1375,757,아파트,경상남도,46.91,63,21.0,137310,0.0,12.0,761.0,754.0,12.0,0.235109561752988
209,C1375,757,아파트,경상남도,46.91,31,21.0,137310,0.0,12.0,761.0,754.0,12.0,0.235109561752988
210,C1375,757,아파트,경상남도,51.93,29,21.0,149810,0.0,12.0,761.0,754.0,12.0,0.235109561752988
211,C1375,757,아파트,경상남도,51.93,19,21.0,149810,0.0,12.0,761.0,754.0,12.0,0.235109561752988
212,C1375,757,아파트,경상남도,59.88,379,21.0,187260,0.0,12.0,761.0,754.0,12.0,0.235109561752988
213,C1641,283,아파트,경상남도,36.62,90,8.0,71380,0.0,1.0,227.0,268.0,1.0,0.235109561752988
214,C1641,283,아파트,경상남도,46.9,86,8.0,103840,0.0,1.0,227.0,268.0,1.0,0.235109561752988
215,C1641,283,아파트,경상남도,51.93,87,8.0,124610,0.0,1.0,227.0,268.0,1.0,0.235109561752988
216,C1641,283,아파트,경상남도,51.93,20,8.0,124610,0.0,1.0,227.0,268.0,1.0,0.235109561752988
217,C2680,758,아파트,경상남도,36.63,486,19.0,98630,0.0,7.0,564.0,590.0,7.0,0.235109561752988
218,C2680,758,아파트,경상남도,46.71,149,19.0,145410,0.0,7.0,564.0,590.0,7.0,0.235109561752988
219,C2680,758,아파트,경상남도,46.71,123,19.0,145410,0.0,7.0,564.0,590.0,7.0,0.235109561752988
220,C2631,812,아파트,경상남도,39.49,127,2.0,88120,0.0,3.0,612.0,638.0,3.0,0.235109561752988
221,C2631,812,아파트,경상남도,39.88,135,2.0,88120,0.0,3.0,612.0,638.0,3.0,0.235109561752988
222,C2631,812,아파트,경상남도,39.88,60,2.0,88120,0.0,3.0,612.0,638.0,3.0,0.235109561752988
223,C2631,812,아파트,경상남도,46.45,129,2.0,102620,0.0,3.0,612.0,638.0,3.0,0.235109561752988
224,C2631,812,아파트,경상남도,46.96,45,2.0,102620,0.0,3.0,612.0,638.0,3.0,0.235109561752988
225,C2631,812,아파트,경상남도,46.96,30,2.0,102620,0.0,3.0,612.0,638.0,3.0,0.235109561752988
226,C2631,812,아파트,경상남도,51.86,286,2.0,120730,0.0,3.0,612.0,638.0,3.0,0.235109561752988
227,C2141,504,아파트,경상남도,36.62,120,2.0,136250,0.0,6.0,445.0,495.0,6.0,0.235109561752988
228,C2141,504,아파트,경상남도,41.99,120,2.0,185810,0.0,6.0,445.0,495.0,6.0,0.235109561752988
229,C2141,504,아파트,경상남도,46.9,120,2.0,247750,0.0,6.0,445.0,495.0,6.0,0.235109561752988
230,C2141,504,아파트,경상남도,46.9,144,2.0,247750,0.0,6.0,445.0,495.0,6.0,0.235109561752988
231,C1569,631,아파트,경상남도,36.19,43,8.0,87980,0.0,3.0,442.0,528.0,3.0,0.235109561752988
232,C1569,631,아파트,경상남도,36.23,46,8.0,87980,0.0,3.0,442.0,528.0,3.0,0.235109561752988
233,C1569,631,아파트,경상남도,36.3,23,8.0,87980,0.0,3.0,442.0,528.0,3.0,0.235109561752988
234,C1569,631,아파트,경상남도,36.63,227,8.0,87980,0.0,3.0,442.0,528.0,3.0,0.235109561752988
235,C1569,631,아파트,경상남도,36.63,53,8.0,87980,0.0,3.0,442.0,528.0,3.0,0.235109561752988
236,C1569,631,아파트,경상남도,46.22,200,8.0,108080,0.0,3.0,442.0,528.0,3.0,0.235109561752988
237,C1569,631,아파트,경상남도,46.22,39,8.0,108080,0.0,3.0,442.0,528.0,3.0,0.235109561752988
238,C1660,718,아파트,경상남도,39.51,90,13.0,85020,0.0,3.0,550.0,512.0,3.0,0.235109561752988
239,C1660,718,아파트,경상남도,39.84,60,13.0,85020,0.0,3.0,550.0,512.0,3.0,0.235109561752988
240,C1660,718,아파트,경상남도,39.84,30,13.0,85020,0.0,3.0,550.0,512.0,3.0,0.235109561752988
241,C1660,718,아파트,경상남도,46.18,88,13.0,94750,0.0,3.0,550.0,512.0,3.0,0.235109561752988
